PulseNo,TotalArea,TailArea,Classification
3318,888,416,Neutron
3319,888,512,Neutron
3320,888,344,Gamma
3321,888,324,Gamma
3322,888,440,Neutron
3323,888,352,Gamma
3324,888,456,Neutron
3325,888,344,Gamma
3326,888,496,Neutron
3327,888,448,Neutron
3328,888,312,Gamma
3329,888,544,Neutron
3330,888,516,Neutron
3331,888,400,Neutron
3332,888,556,Neutron
3333,888,368,Gamma
3334,888,456,Neutron
3335,888,488,Neutron
3336,888,436,Neutron
3337,888,412,Neutron
3338,888,444,Neutron
3339,888,408,Neutron
3340,888,424,Neutron
3341,888,448,Neutron
3342,888,476,Neutron
3343,888,456,Neutron
3344,888,432,Neutron
3345,888,448,Neutron
3346,888,480,Neutron
3347,888,384,Gamma
3348,888,528,Neutron
3349,888,360,Gamma
3350,888,536,Neutron
3351,888,536,Neutron
3352,888,416,Neutron
3353,888,376,Gamma
3354,888,400,Neutron
3355,888,464,Neutron
3356,888,340,Gamma
3357,888,372,Gamma
3358,888,512,Neutron
3359,888,480,Neutron
3360,888,480,Neutron
3361,888,504,Neutron
3362,888,456,Neutron
3363,888,488,Neutron
3364,888,536,Neutron
3365,888,492,Neutron
3366,888,384,Gamma
3367,888,388,Gamma
3368,888,512,Neutron
3369,888,396,Gamma
3370,888,416,Neutron
3371,888,532,Neutron
3372,888,432,Neutron
3373,888,456,Neutron
3374,888,336,Gamma
3375,888,416,Neutron
3376,888,500,Neutron
3377,888,408,Neutron
3378,888,504,Neutron
3379,888,452,Neutron
3380,888,500,Neutron
3381,888,352,Gamma
3382,888,524,Neutron
3383,888,496,Neutron
3384,888,540,Neutron
3385,888,480,Neutron
3386,888,464,Neutron
3387,888,460,Neutron
3388,888,440,Neutron
3389,888,488,Neutron
3390,888,408,Neutron
3391,888,424,Neutron
3392,888,476,Neutron
3393,888,392,Gamma
3394,888,536,Neutron
3395,888,464,Neutron
3396,888,488,Neutron
3397,888,528,Neutron
3398,888,352,Gamma
3399,888,480,Neutron
3400,888,528,Neutron
3401,888,448,Neutron
3402,888,504,Neutron
3403,888,424,Neutron
3404,888,416,Neutron
3405,888,496,Neutron
3406,1240,728,Neutron
3407,1240,696,Neutron
3408,1240,720,Neutron
3409,1240,552,Gamma
3410,1240,496,Gamma
3411,1240,648,Neutron
3412,1240,812,Neutron
3413,1240,512,Gamma
3414,1240,592,Neutron
3415,1240,584,Neutron
3416,1240,720,Neutron
3417,1240,628,Neutron
3418,1240,676,Neutron
3419,1240,536,Gamma
3420,1240,624,Neutron
3421,1240,644,Neutron
3422,1240,520,Gamma
3423,1240,604,Neutron
3424,1240,716,Neutron
3425,1240,576,Neutron
3426,1240,680,Neutron
3427,1240,624,Neutron
3428,1240,536,Gamma
3429,1240,576,Neutron
3430,1240,488,Gamma
3431,1240,664,Neutron
3432,1240,632,Neutron
3433,1240,852,Neutron
3434,1240,536,Gamma
3435,1240,580,Neutron
3436,1240,600,Neutron
3437,1240,552,Gamma
3438,1240,648,Neutron
3439,1240,568,Neutron
3440,1240,692,Neutron
3441,1240,616,Neutron
3442,1240,568,Neutron
3443,1240,640,Neutron
3444,1240,584,Neutron
3445,1240,616,Neutron
3446,1240,744,Neutron
3447,1240,672,Neutron
3448,1240,584,Neutron
3449,1240,652,Neutron
3450,1240,632,Neutron
3451,1240,464,Gamma
3452,1240,504,Gamma
3453,1240,592,Neutron
3454,1240,568,Neutron
3455,1240,640,Neutron
3456,1240,680,Neutron
3457,1240,504,Gamma
3458,1240,568,Neutron
3459,1240,624,Neutron
3460,1240,736,Neutron
3461,1240,648,Neutron
3462,1240,616,Neutron
3463,1240,812,Neutron
3464,1240,616,Neutron
3465,1240,592,Neutron
3466,1240,616,Neutron
3467,1240,660,Neutron
3468,1240,528,Gamma
3469,1240,560,Neutron
3470,1240,560,Neutron
3471,1240,664,Neutron
3472,1240,704,Neutron
3473,1240,672,Neutron
3474,1240,564,Neutron
3475,1240,672,Neutron
3476,1240,624,Neutron
3477,1240,664,Neutron
3478,1240,560,Neutron
3479,1240,704,Neutron
3480,1240,712,Neutron
3481,1240,536,Gamma
3482,1240,664,Neutron
3483,1240,584,Neutron
3484,1240,656,Neutron
3485,1240,640,Neutron
3486,1240,632,Neutron
3487,1240,704,Neutron
3488,1240,584,Neutron
3489,1240,624,Neutron
3490,1240,584,Neutron
3491,1240,556,Gamma
3492,1240,704,Neutron
3493,1240,592,Neutron
3494,1240,556,Gamma
3495,1240,656,Neutron
3496,1240,712,Neutron
3497,1240,564,Neutron
3498,1240,656,Neutron
3499,1240,712,Neutron
3500,1240,744,Neutron
3501,1240,608,Neutron
3502,1240,576,Neutron
3503,1240,680,Neutron
3504,1240,560,Neutron
3505,1240,660,Neutron
3506,1240,616,Neutron
3507,1240,544,Gamma
3508,1240,608,Neutron
3509,1240,676,Neutron
3510,1240,488,Gamma
3511,1240,660,Neutron
3512,1240,852,Neutron
3513,1240,648,Neutron
3514,1240,584,Neutron
3515,1240,592,Neutron
3516,1240,624,Neutron
3517,1240,760,Neutron
3518,1240,632,Neutron
3519,1240,576,Neutron
3520,1240,632,Neutron
3521,1240,724,Neutron
3522,1240,512,Gamma
3523,1240,768,Neutron
3524,1240,568,Neutron
3525,1240,752,Neutron
3526,1240,548,Gamma
3527,1240,772,Neutron
3528,1240,564,Neutron
3529,1240,572,Neutron
3530,1240,592,Neutron
3531,1240,744,Neutron
3532,1240,664,Neutron
3533,1240,576,Neutron
3534,1240,640,Neutron
3535,1240,600,Neutron
3536,1240,672,Neutron
3537,1240,424,Gamma
3538,1240,648,Neutron
3539,1240,664,Neutron
3540,1240,616,Neutron
3541,1240,520,Gamma
3542,1240,712,Neutron
3543,1240,584,Neutron
3544,1240,616,Neutron
3545,1240,592,Neutron
3546,1240,700,Neutron
3547,1240,456,Gamma
3548,1240,640,Neutron
3549,1240,600,Neutron
3550,1240,560,Neutron
3551,1240,500,Gamma
3552,1240,552,Gamma
3553,1240,532,Gamma
3554,1240,696,Neutron
3555,1240,736,Neutron
3556,1240,544,Gamma
3557,1240,592,Neutron
3558,1240,684,Neutron
3559,1240,532,Gamma
3560,1240,552,Gamma
3561,1240,676,Neutron
3562,1240,672,Neutron
3563,1240,520,Gamma
3564,1240,680,Neutron
3565,1240,648,Neutron
3566,1240,752,Neutron
3567,1240,656,Neutron
3568,1240,784,Neutron
3569,1240,456,Gamma
3570,1240,664,Neutron
3571,1240,696,Neutron
3572,1240,576,Neutron
3573,1240,680,Neutron
3574,1240,552,Gamma
3575,1240,492,Gamma
3576,1240,616,Neutron
3577,1240,544,Gamma
3578,1240,468,Gamma
3579,1240,592,Neutron
3580,1240,592,Neutron
3581,1240,600,Neutron
3582,1240,568,Neutron
3583,1240,696,Neutron
3584,1240,600,Neutron
3585,1240,752,Neutron
3586,1240,552,Gamma
3587,1240,512,Gamma
3588,1240,448,Gamma
3589,1240,584,Neutron
3590,1240,512,Gamma
3591,1240,628,Neutron
3592,1240,624,Neutron
3593,1240,632,Neutron
3594,1240,736,Neutron
3595,1240,480,Gamma
3596,1240,568,Neutron
3597,1240,504,Gamma
3598,1240,532,Gamma
3599,1240,720,Neutron
3600,1240,632,Neutron
3601,1240,548,Gamma
3602,1240,660,Neutron
3603,1240,592,Neutron
3604,1240,536,Gamma
3605,1240,612,Neutron
3606,1240,704,Neutron
3607,1240,620,Neutron
3608,1240,624,Neutron
3609,1240,604,Neutron
3610,1240,560,Neutron
3611,1240,696,Neutron
3612,1240,600,Neutron
3613,1240,552,Gamma
3614,1240,648,Neutron
3615,1240,568,Neutron
3616,1240,656,Neutron
3617,1432,736,Neutron
3618,1432,740,Neutron
3619,1432,760,Neutron
3620,1432,640,Gamma
3621,1432,800,Neutron
3622,1432,640,Gamma
3623,1432,656,Neutron
3624,1432,696,Neutron
3625,1432,636,Gamma
3626,1432,600,Gamma
3627,1432,712,Neutron
3628,1432,756,Neutron
3629,1432,696,Neutron
3630,1432,856,Neutron
3631,1432,616,Gamma
3632,1432,636,Gamma
3633,1432,736,Neutron
3634,1432,616,Gamma
3635,1432,712,Neutron
3636,1432,624,Gamma
3637,1432,752,Neutron
3638,1432,692,Neutron
3639,1432,620,Gamma
3640,1432,788,Neutron
3641,1432,808,Neutron
3642,1432,748,Neutron
3643,1432,832,Neutron
3644,1432,536,Gamma
3645,1432,756,Neutron
3646,1432,680,Neutron
3647,1432,688,Neutron
3648,1432,752,Neutron
3649,1432,712,Neutron
3650,1432,704,Neutron
3651,1432,568,Gamma
3652,1432,776,Neutron
3653,1432,684,Neutron
3654,1432,788,Neutron
3655,1432,544,Gamma
3656,1432,768,Neutron
3657,1432,716,Neutron
3658,1432,744,Neutron
3659,1432,616,Gamma
3660,1432,724,Neutron
3661,1432,700,Neutron
3662,1432,836,Neutron
3663,1432,700,Neutron
3664,1432,672,Neutron
3665,1432,660,Neutron
3666,1432,792,Neutron
3667,1432,656,Neutron
3668,1432,760,Neutron
3669,1432,780,Neutron
3670,1432,708,Neutron
3671,1432,664,Neutron
3672,1432,648,Neutron
3673,1432,664,Neutron
3674,1432,540,Gamma
3675,1432,764,Neutron
3676,1432,744,Neutron
3677,1432,772,Neutron
3678,1432,672,Neutron
3679,1432,732,Neutron
3680,1432,724,Neutron
3681,1432,664,Neutron
3682,1432,744,Neutron
3683,1432,752,Neutron
3684,1432,672,Neutron
3685,1432,700,Neutron
3686,1432,472,Gamma
3687,1432,776,Neutron
3688,1432,808,Neutron
3689,1432,680,Neutron
3690,1432,968,Neutron
3691,1432,552,Gamma
3692,1432,744,Neutron
3693,1432,656,Neutron
3694,1432,708,Neutron
3695,1432,792,Neutron
3696,1432,704,Neutron
3697,1432,664,Neutron
3698,1432,512,Gamma
3699,1432,720,Neutron
3700,1432,832,Neutron
3701,1432,728,Neutron
3702,1432,724,Neutron
3703,1432,712,Neutron
3704,1432,656,Neutron
3705,1432,668,Neutron
3706,1432,824,Neutron
3707,1432,712,Neutron
3708,1432,592,Gamma
3709,1432,720,Neutron
3710,1432,672,Neutron
3711,1432,788,Neutron
3712,1432,840,Neutron
3713,1432,676,Neutron
3714,1432,624,Gamma
3715,1432,576,Gamma
3716,1432,760,Neutron
3717,1432,704,Neutron
3718,1432,668,Neutron
3719,1432,684,Neutron
3720,1432,576,Gamma
3721,1432,888,Neutron
3722,1432,676,Neutron
3723,1432,748,Neutron
3724,1432,784,Neutron
3725,1432,616,Gamma
3726,1432,640,Gamma
3727,1432,688,Neutron
3728,1432,816,Neutron
3729,1432,636,Gamma
3730,1432,816,Neutron
3731,1432,672,Neutron
3732,1432,736,Neutron
3733,1432,600,Gamma
3734,1432,676,Neutron
3735,1432,632,Gamma
3736,1432,732,Neutron
3737,1432,704,Neutron
3738,1432,744,Neutron
3739,1432,792,Neutron
3740,1432,736,Neutron
3741,1432,664,Neutron
3742,1432,624,Gamma
3743,1432,856,Neutron
3744,1432,712,Neutron
3745,1432,568,Gamma
3746,1432,756,Neutron
3747,1432,688,Neutron
3748,1432,696,Neutron
3749,1432,640,Gamma
3750,1432,824,Neutron
3751,1432,912,Neutron
3752,1432,700,Neutron
3753,1432,672,Neutron
3754,1432,616,Gamma
3755,1432,808,Neutron
3756,1432,804,Neutron
3757,1432,844,Neutron
3758,1432,616,Gamma
3759,1432,640,Gamma
3760,1432,636,Gamma
3761,1432,768,Neutron
3762,1432,592,Gamma
3763,1432,616,Gamma
3764,1432,728,Neutron
3765,1432,836,Neutron
3766,1432,752,Neutron
3767,1432,808,Neutron
3768,1432,760,Neutron
3769,1432,688,Neutron
3770,1432,616,Gamma
3771,1432,628,Gamma
3772,1432,656,Neutron
3773,1432,616,Gamma
3774,1432,632,Gamma
3775,1432,776,Neutron
3776,1432,640,Gamma
3777,1432,896,Neutron
3778,1432,784,Neutron
3779,1432,792,Neutron
3780,1432,564,Gamma
3781,1432,584,Gamma
3782,896,528,Neutron
3783,896,436,Neutron
3784,896,376,Gamma
3785,896,536,Neutron
3786,896,516,Neutron
3787,896,368,Gamma
3788,896,544,Neutron
3789,896,496,Neutron
3790,896,416,Neutron
3791,896,516,Neutron
3792,896,452,Neutron
3793,896,384,Gamma
3794,896,496,Neutron
3795,896,492,Neutron
3796,896,440,Neutron
3797,896,360,Gamma
3798,896,420,Neutron
3799,896,352,Gamma
3800,896,340,Gamma
3801,896,568,Neutron
3802,896,472,Neutron
3803,896,332,Gamma
3804,896,464,Neutron
3805,896,376,Gamma
3806,896,568,Neutron
3807,896,528,Neutron
3808,896,512,Neutron
3809,896,404,Neutron
3810,896,468,Neutron
3811,896,548,Neutron
3812,896,400,Gamma
3813,896,392,Gamma
3814,896,408,Neutron
3815,896,380,Gamma
3816,896,444,Neutron
3817,896,472,Neutron
3818,896,440,Neutron
3819,896,428,Neutron
3820,896,368,Gamma
3821,896,528,Neutron
3822,896,384,Gamma
3823,896,424,Neutron
3824,896,424,Neutron
3825,896,448,Neutron
3826,896,376,Gamma
3827,896,336,Gamma
3828,896,368,Gamma
3829,896,496,Neutron
3830,896,428,Neutron
3831,896,512,Neutron
3832,896,424,Neutron
3833,896,496,Neutron
3834,896,416,Neutron
3835,896,504,Neutron
3836,896,532,Neutron
3837,896,472,Neutron
3838,896,416,Neutron
3839,896,384,Gamma
3840,896,492,Neutron
3841,896,568,Neutron
3842,896,368,Gamma
3843,896,552,Neutron
3844,896,448,Neutron
3845,896,488,Neutron
3846,896,444,Neutron
3847,896,524,Neutron
3848,896,408,Neutron
3849,896,512,Neutron
3850,896,424,Neutron
3851,896,488,Neutron
3852,896,436,Neutron
3853,896,496,Neutron
3854,896,520,Neutron
3855,896,504,Neutron
3856,896,408,Neutron
3857,896,436,Neutron
3858,896,464,Neutron
3859,896,368,Gamma
3860,896,400,Gamma
3861,896,432,Neutron
3862,896,456,Neutron
3863,896,376,Gamma
3864,896,448,Neutron
3865,896,528,Neutron
3866,896,360,Gamma
3867,896,472,Neutron
3868,896,484,Neutron
3869,896,512,Neutron
3870,896,424,Neutron
3871,896,456,Neutron
3872,896,520,Neutron
3873,896,440,Neutron
3874,896,440,Neutron
3875,896,480,Neutron
3876,896,488,Neutron
3877,896,388,Gamma
3878,896,360,Gamma
3879,896,492,Neutron
3880,896,456,Neutron
3881,896,480,Neutron
3882,896,384,Gamma
3883,896,504,Neutron
3884,896,408,Neutron
3885,896,392,Gamma
3886,896,488,Neutron
3887,896,532,Neutron
3888,896,440,Neutron
3889,896,528,Neutron
3890,896,496,Neutron
3891,896,368,Gamma
3892,896,424,Neutron
3893,896,416,Neutron
3894,896,528,Neutron
3895,896,416,Neutron
3896,896,372,Gamma
3897,896,472,Neutron
3898,896,376,Gamma
3899,896,416,Neutron
3900,896,392,Gamma
3901,896,392,Gamma
3902,896,532,Neutron
3903,896,372,Gamma
3904,896,400,Gamma
3905,896,520,Neutron
3906,896,296,Gamma
3907,896,432,Neutron
3908,896,432,Neutron
3909,896,424,Neutron
3910,896,452,Neutron
3911,896,448,Neutron
3912,896,360,Gamma
3913,896,448,Neutron
3914,896,412,Neutron
3915,896,472,Neutron
3916,896,384,Gamma
3917,896,440,Neutron
3918,896,464,Neutron
3919,896,312,Gamma
3920,896,480,Neutron
3921,896,400,Gamma
3922,896,512,Neutron
3923,896,596,Neutron
3924,896,480,Neutron
3925,896,488,Neutron
3926,896,388,Gamma
3927,896,552,Neutron
3928,896,428,Neutron
3929,896,416,Neutron
3930,896,424,Neutron
3931,896,456,Neutron
3932,896,400,Gamma
3933,896,508,Neutron
3934,896,428,Neutron
3935,896,456,Neutron
3936,896,496,Neutron
3937,896,392,Gamma
3938,896,496,Neutron
3939,896,368,Gamma
3940,896,520,Neutron
3941,896,448,Neutron
3942,896,472,Neutron
3943,896,376,Gamma
3944,896,368,Gamma
3945,896,384,Gamma
3946,896,416,Neutron
3947,896,488,Neutron
3948,896,408,Neutron
3949,896,528,Neutron
3950,896,360,Gamma
3951,896,484,Neutron
3952,896,352,Gamma
3953,896,556,Neutron
3954,896,404,Neutron
3955,896,400,Gamma
3956,896,592,Neutron
3957,896,488,Neutron
3958,896,400,Gamma
3959,896,452,Neutron
3960,896,512,Neutron
3961,896,360,Gamma
3962,896,496,Neutron
3963,896,536,Neutron
3964,896,364,Gamma
3965,896,528,Neutron
3966,896,472,Neutron
3967,896,456,Neutron
3968,896,392,Gamma
3969,896,384,Gamma
3970,896,516,Neutron
3971,896,448,Neutron
3972,896,384,Gamma
3973,896,392,Gamma
3974,896,504,Neutron
3975,896,496,Neutron
3976,896,344,Gamma
3977,896,448,Neutron
3978,896,356,Gamma
3979,896,304,Gamma
3980,896,452,Neutron
3981,896,424,Neutron
3982,896,568,Neutron
3983,896,544,Neutron
3984,896,384,Gamma
3985,896,512,Neutron
3986,896,536,Neutron
3987,896,364,Gamma
3988,896,424,Neutron
3989,896,560,Neutron
3990,896,472,Neutron
3991,896,392,Gamma
3992,896,460,Neutron
3993,896,408,Neutron
3994,896,488,Neutron
3995,896,392,Gamma
3996,896,456,Neutron
3997,896,416,Neutron
3998,896,428,Neutron
3999,896,448,Neutron
4000,896,504,Neutron
4001,896,512,Neutron
4002,896,440,Neutron
4003,896,452,Neutron
4004,896,388,Gamma
4005,896,480,Neutron
4006,896,436,Neutron
4007,896,508,Neutron
4008,896,376,Gamma
4009,896,324,Gamma
4010,896,352,Gamma
4011,896,376,Gamma
4012,896,544,Neutron
4013,896,432,Neutron
4014,896,360,Gamma
4015,896,464,Neutron
4016,896,420,Neutron
4017,896,432,Neutron
4018,896,416,Neutron
4019,896,548,Neutron
4020,896,408,Neutron
4021,896,336,Gamma
4022,896,556,Neutron
4023,896,616,Neutron
4024,896,484,Neutron
4025,896,384,Gamma
4026,896,524,Neutron
4027,896,544,Neutron
4028,1312,496,Gamma
4029,1312,736,Neutron
4030,1312,640,Neutron
4031,1312,856,Neutron
4032,1312,524,Gamma
4033,1312,648,Neutron
4034,1312,608,Neutron
4035,1312,648,Neutron
4036,1312,624,Neutron
4037,1312,672,Neutron
4038,1312,624,Neutron
4039,1312,640,Neutron
4040,1312,640,Neutron
4041,1312,596,Neutron
4042,1312,620,Neutron
4043,1312,552,Gamma
4044,1312,696,Neutron
4045,1312,776,Neutron
4046,1312,528,Gamma
4047,1312,616,Neutron
4048,1312,696,Neutron
4049,1312,680,Neutron
4050,1312,568,Gamma
4051,1312,452,Gamma
4052,1312,496,Gamma
4053,1312,612,Neutron
4054,1312,648,Neutron
4055,1312,748,Neutron
4056,1312,656,Neutron
4057,1312,544,Gamma
4058,1312,632,Neutron
4059,1312,640,Neutron
4060,1312,696,Neutron
4061,1312,728,Neutron
4062,1312,608,Neutron
4063,1312,572,Gamma
4064,1312,680,Neutron
4065,1312,536,Gamma
4066,1312,684,Neutron
4067,1312,728,Neutron
4068,1312,712,Neutron
4069,1312,688,Neutron
4070,1312,696,Neutron
4071,1312,672,Neutron
4072,1312,632,Neutron
4073,1312,648,Neutron
4074,1312,736,Neutron
4075,1312,536,Gamma
4076,1312,704,Neutron
4077,1312,704,Neutron
4078,1312,776,Neutron
4079,1312,568,Gamma
4080,1312,640,Neutron
4081,1312,720,Neutron
4082,1312,844,Neutron
4083,1312,904,Neutron
4084,1312,632,Neutron
4085,1312,732,Neutron
4086,1312,600,Neutron
4087,1312,584,Gamma
4088,1312,608,Neutron
4089,1312,688,Neutron
4090,1312,572,Gamma
4091,1312,760,Neutron
4092,1312,704,Neutron
4093,1312,728,Neutron
4094,1312,740,Neutron
4095,1312,616,Neutron
4096,1312,656,Neutron
4097,1312,604,Neutron
4098,1312,652,Neutron
4099,1312,644,Neutron
4100,1312,596,Neutron
4101,1312,716,Neutron
4102,1312,704,Neutron
4103,1312,764,Neutron
4104,1312,548,Gamma
4105,1312,496,Gamma
4106,1312,480,Gamma
4107,1312,728,Neutron
4108,1312,640,Neutron
4109,1312,592,Neutron
4110,1312,536,Gamma
4111,1312,592,Neutron
4112,1312,552,Gamma
4113,1312,620,Neutron
4114,1312,736,Neutron
4115,1312,556,Gamma
4116,1312,596,Neutron
4117,1312,496,Gamma
4118,1312,672,Neutron
4119,1312,568,Gamma
4120,1312,680,Neutron
4121,1312,568,Gamma
4122,1312,552,Gamma
4123,1312,668,Neutron
4124,1312,552,Gamma
4125,1312,728,Neutron
4126,1312,604,Neutron
4127,1312,672,Neutron
4128,1312,520,Gamma
4129,1312,604,Neutron
4130,1312,616,Neutron
4131,1312,624,Neutron
4132,1312,536,Gamma
4133,1312,612,Neutron
4134,1312,668,Neutron
4135,1312,464,Gamma
4136,1312,656,Neutron
4137,1312,520,Gamma
4138,1312,760,Neutron
4139,1312,552,Gamma
4140,1312,728,Neutron
4141,1312,584,Gamma
4142,1312,616,Neutron
4143,1312,608,Neutron
4144,1312,680,Neutron
4145,1312,676,Neutron
4146,1312,680,Neutron
4147,1312,536,Gamma
4148,1312,608,Neutron
4149,1312,596,Neutron
4150,1312,640,Neutron
4151,1312,648,Neutron
4152,1312,608,Neutron
4153,1312,656,Neutron
4154,1312,528,Gamma
4155,1312,712,Neutron
4156,1312,736,Neutron
4157,1312,784,Neutron
4158,1312,640,Neutron
4159,1312,736,Neutron
4160,1312,672,Neutron
4161,1312,560,Gamma
4162,1312,688,Neutron
4163,1312,460,Gamma
4164,1312,608,Neutron
4165,1312,692,Neutron
4166,1312,480,Gamma
4167,1312,600,Neutron
4168,1312,620,Neutron
4169,1312,604,Neutron
4170,1312,680,Neutron
4171,1312,600,Neutron
4172,1312,656,Neutron
4173,1312,684,Neutron
4174,1312,736,Neutron
4175,1312,632,Neutron
4176,1312,520,Gamma
4177,1312,552,Gamma
4178,1312,624,Neutron
4179,1312,580,Gamma
4180,1312,668,Neutron
4181,1312,696,Neutron
4182,1312,640,Neutron
4183,1312,704,Neutron
4184,1312,692,Neutron
4185,1312,700,Neutron
4186,1312,664,Neutron
4187,1312,744,Neutron
4188,1312,764,Neutron
4189,1312,744,Neutron
4190,1312,496,Gamma
4191,1312,648,Neutron
4192,1312,776,Neutron
4193,1312,736,Neutron
4194,1312,632,Neutron
4195,1312,600,Neutron
4196,1312,624,Neutron
4197,1312,732,Neutron
4198,1312,792,Neutron
4199,1312,628,Neutron
4200,1312,720,Neutron
4201,1312,592,Neutron
4202,1312,712,Neutron
4203,1312,752,Neutron
4204,1312,648,Neutron
4205,1312,584,Gamma
4206,1312,560,Gamma
4207,1312,592,Neutron
4208,1312,632,Neutron
4209,1312,632,Neutron
4210,1312,776,Neutron
4211,1312,552,Gamma
4212,1312,616,Neutron
4213,1312,648,Neutron
4214,1312,544,Gamma
4215,1312,624,Neutron
4216,1312,676,Neutron
4217,1312,700,Neutron
4218,1312,632,Neutron
4219,1312,744,Neutron
4220,1312,552,Gamma
4221,1312,712,Neutron
4222,1312,584,Gamma
4223,1312,620,Neutron
4224,1312,688,Neutron
4225,1312,520,Gamma
4226,6976,3904,Neutron
4227,6976,4224,Neutron
4228,6976,4356,Neutron
4229,6976,4160,Neutron
4230,6976,3984,Neutron
4231,6976,3048,Gamma
4232,6976,4236,Neutron
4233,6976,3136,Gamma
4234,6976,4216,Neutron
4235,6976,3872,Neutron
4236,6976,2880,Gamma
4237,6976,2912,Gamma
4238,6976,3112,Gamma
4239,6976,3840,Neutron
4240,6976,4200,Neutron
4241,6976,4032,Neutron
4242,6976,3176,Neutron
4243,6976,3092,Gamma
4244,6976,3224,Neutron
4245,6976,3068,Gamma
4246,6976,4236,Neutron
4247,6976,2888,Gamma
4248,6976,3108,Gamma
4249,6976,4204,Neutron
4250,6976,3224,Neutron
4251,6976,3040,Gamma
4252,6976,2992,Gamma
4253,6976,3096,Gamma
4254,6976,2848,Gamma
4255,6976,3024,Gamma
4256,3072,1504,Neutron
4257,3072,1548,Neutron
4258,3072,1544,Neutron
4259,3072,1576,Neutron
4260,3072,1448,Neutron
4261,3072,1436,Neutron
4262,3072,1224,Gamma
4263,3072,1396,Neutron
4264,3072,1484,Neutron
4265,3072,1408,Neutron
4266,3072,1868,Neutron
4267,3072,1464,Neutron
4268,3072,1528,Neutron
4269,3072,1296,Gamma
4270,3072,1376,Gamma
4271,3072,1504,Neutron
4272,3072,1240,Gamma
4273,3072,1428,Neutron
4274,3072,1348,Gamma
4275,3072,1480,Neutron
4276,3072,1292,Gamma
4277,3072,2000,Neutron
4278,3072,1188,Gamma
4279,3072,1528,Neutron
4280,3072,1300,Gamma
4281,3072,2064,Neutron
4282,3072,1472,Neutron
4283,3072,1536,Neutron
4284,3072,1288,Gamma
4285,3072,1304,Gamma
4286,3072,1768,Neutron
4287,3072,1528,Neutron
4288,3072,1208,Gamma
4289,3072,1592,Neutron
4290,3072,1592,Neutron
4291,3072,1632,Neutron
4292,3072,1296,Gamma
4293,3072,1864,Neutron
4294,3072,1492,Neutron
4295,3072,1528,Neutron
4296,3072,1216,Gamma
4297,3072,1272,Gamma
4298,3072,1448,Neutron
4299,1304,652,Neutron
4300,1304,720,Neutron
4301,1304,552,Gamma
4302,1304,600,Neutron
4303,1304,512,Gamma
4304,1304,660,Neutron
4305,1304,912,Neutron
4306,1304,672,Neutron
4307,1304,536,Gamma
4308,1304,656,Neutron
4309,1304,672,Neutron
4310,1304,612,Neutron
4311,1304,692,Neutron
4312,1304,728,Neutron
4313,1304,588,Neutron
4314,1304,652,Neutron
4315,1304,600,Neutron
4316,1304,744,Neutron
4317,1304,612,Neutron
4318,1304,648,Neutron
4319,1304,592,Neutron
4320,1304,520,Gamma
4321,1304,608,Neutron
4322,1304,512,Gamma
4323,1304,568,Gamma
4324,1304,744,Neutron
4325,1304,768,Neutron
4326,1304,680,Neutron
4327,1304,656,Neutron
4328,1304,664,Neutron
4329,1304,608,Neutron
4330,1304,512,Gamma
4331,1304,736,Neutron
4332,1304,644,Neutron
4333,1304,712,Neutron
4334,1304,640,Neutron
4335,1304,660,Neutron
4336,1304,696,Neutron
4337,1304,708,Neutron
4338,1304,624,Neutron
4339,1304,644,Neutron
4340,1304,784,Neutron
4341,1304,636,Neutron
4342,1304,672,Neutron
4343,1304,804,Neutron
4344,1304,528,Gamma
4345,1304,800,Neutron
4346,1304,524,Gamma
4347,1304,616,Neutron
4348,1304,516,Gamma
4349,1304,484,Gamma
4350,1304,676,Neutron
4351,1304,596,Neutron
4352,1304,648,Neutron
4353,1304,728,Neutron
4354,1304,712,Neutron
4355,1304,704,Neutron
4356,1304,760,Neutron
4357,1304,580,Gamma
4358,1304,936,Neutron
4359,1304,768,Neutron
4360,1304,688,Neutron
4361,1304,712,Neutron
4362,1304,788,Neutron
4363,1304,540,Gamma
4364,1304,736,Neutron
4365,1304,632,Neutron
4366,1304,684,Neutron
4367,1304,584,Gamma
4368,1304,760,Neutron
4369,1304,664,Neutron
4370,1304,692,Neutron
4371,1304,752,Neutron
4372,1304,664,Neutron
4373,1304,592,Neutron
4374,1304,568,Gamma
4375,1304,696,Neutron
4376,1304,624,Neutron
4377,1304,736,Neutron
4378,1304,520,Gamma
4379,1304,600,Neutron
4380,1304,544,Gamma
4381,1304,752,Neutron
4382,1304,640,Neutron
4383,1304,604,Neutron
4384,1304,848,Neutron
4385,1304,676,Neutron
4386,1304,708,Neutron
4387,1304,656,Neutron
4388,1304,672,Neutron
4389,1304,688,Neutron
4390,1304,592,Neutron
4391,1304,720,Neutron
4392,1304,664,Neutron
4393,1304,528,Gamma
4394,1304,616,Neutron
4395,1304,732,Neutron
4396,1304,552,Gamma
4397,1304,680,Neutron
4398,1304,600,Neutron
4399,1304,736,Neutron
4400,1304,544,Gamma
4401,1304,536,Gamma
4402,1304,512,Gamma
4403,1304,696,Neutron
4404,1304,660,Neutron
4405,1304,612,Neutron
4406,1304,632,Neutron
4407,1304,556,Gamma
4408,1304,652,Neutron
4409,1304,624,Neutron
4410,1304,728,Neutron
4411,1304,784,Neutron
4412,1304,552,Gamma
